facility_id,lga_name,facility_name,sport_lat,sport_lon,sport_played
YARRAC11006,Yarra City Council,Hardy Gallagher Reserve Bocce Courts ,-37.779197,144.967058,Bocce
GREATE11091,Geelong City Council,Len Trewin Reserve,-38.175521,144.711039,Bocce 
GREATE8656,Bendigo City Council,Dohertys Gym Benidgo,-36.763944,144.2815,Body Building
BALLAR12516,Ballarat City Council,O'Briens Kickboxing & Boxing Gym,-37.542919,143.857592,Boxing
BANYUL12837,Banyule City Council,Macleod Recreation & Fitness Centre,-37.723317,145.068971,Boxing
BAWBAW12139,Baw Baw Shire Council,Superfit Boxing,,,Boxing
BAWBAW12111,Baw Baw Shire Council,Trafalgar Recreation Reserve,-38.207704,146.142568,Boxing
GREATE8705,Bendigo City Council,Peter Krenz Leisure Centre YMCA,-36.715511,144.254708,Boxing
BRIMBA8379,Brimbank City Council,Max Bowman Gymnasium,-37.783767,144.843339,Boxing
DAREBI11826,Darebin City Council,Judith Scott Memorial Reserve,-37.718987,145.034413,Boxing
DAREBI11837,Darebin City Council,Northside Boxing Gym,-37.74,145.008,Boxing
EASTGI11000,East Gippsland Shire Council,Bairnsdale City Oval,-37.832571,147.624434,Boxing
GREATE10993,Geelong City Council,Barwon Heads Boxing and Fitness,-38.279033,144.492677,Boxing
GLENEL11570,Glenelg Shire Council,Henty Park,-38.353928,141.608732,Boxing
KNOXCI8553,Knox City Council,Carrington Park Leisure Centre,-37.895309,145.242961,Boxing
KNOXCI8568,Knox City Council,Future Health & Fitness,-37.91,145.2445,Boxing
KNOXCI8574,Knox City Council,Goodlife Health Clubs,-37.854284,145.217179,Boxing
MONASH12049,Monash City Council ,Oakleigh Youth Club,-37.869427,145.109264,Boxing
MOONEE9375,Moonee Valley City Council,Fighting Lyons Taekwondo Health & Fitness Centre,-37.742996,144.906,Boxing
MORELA13016,Moreland City Council,Doherty's 24 Hour Gym Brunswick,-37.775066,144.964625,Boxing
MORELA5544,Moreland City Council,Powerplay Gym,-37.758271,144.974742,Boxing
PORTPH12173,Port Phillip City Council ,St Kilda Police & Citizens Youth Club,-37.865218,144.989122,Boxing
SURFCO11882,Surf Coast Shire Council,Torquay Coastal Boxing & Fitness Family Gym,-38.32707,144.31515,Boxing
WHITTL9555,Whittlesea City Council,Thomastown Recreation & Aquatic Centre,-37.677647,145.006076,Boxing
WYNDHA8493,Wyndham City Council,BoxingFit Hoppers Crossing,-37.869807,144.719874,Boxing
YARRAC11024,Yarra City Council,Melbourne Aboriginal Sport and Recreation Gym,,,Boxing
YARRAC11023,Yarra City Council,Richmond Boxing Club,,,Boxing
YARRAC11022,Yarra City Council,Stanton Street Hall,,,Boxing
BRIMBA8367,Brimbank City Council,Keilor Downs Primary School,-37.717249,144.808299,Callisthenics
BRIMBA8395,Brimbank City Council,St Albans East Primary School,-37.742532,144.810649,Callisthenics
HUMECI11736,Hume City Council,Broadmeadows Leisure Centre,-37.681087,144.915043,Callisthenics
HUMECI11783,Hume City Council,Sunbury Aquatic and Leisure Centre,-37.575549,144.724605,Callisthenics
MONASH12009,Monash City Council ,Electra Reserve,-37.869427,145.109264,Callisthenics
YARRAC11013,Yarra City Council,Richmond Recreation Centre,-37.817688,145.002381,Canoe Polo
MARIBY8455,Maribyrnong City Council,Footscray Boat Club,-37.790896,144.901989,Canoeing
SURFCO5514,Surf Coast Shire Council,Torquay Outrigger Canoe Club,-38.32816,144.326649,Canoeing
WARRNA11712,Warrnambool City Council,Nestles Rowing Club,-38.356478,142.436539,Canoeing
WODONG11111,Wodonga City Council,Gatway Lakes,,,Canoeing
YARRAC11026,Yarra City Council,Fairfield Canoe Club,,,Canoeing
YARRAC11027,Yarra City Council,Fairfield Park Canoe Facility,,,Canoeing
CAMPAS8787,Campaspe Shire Council,Fonterra Sports & Entertainment Centre,-36.143764,144.753281,Carpet Bowls
GREATE11663,Dandenong City Council,Springers Leisure Centre,-37.995822,145.153915,Carpet Bowls
DAREBI11809,Darebin City Council,Darebin International Sports Centre,-37.764668,145.023188,Carpet Bowls
DAREBI11827,Darebin City Council,Keon Park Youth Club & Community Hall,-37.701083,145.020205,Carpet Bowls
EASTGI10992,East Gippsland Shire Council,Bairnsdale Squash and Table Tennis,-37.813354,147.649777,Carpet Bowls
GOLDEN8281,Golden Plains Shire Council,Bannockburn Community Sports Stadium,-38.047517,144.169761,Carpet Bowls
GOLDEN8283,Golden Plains Shire Council,Bannockburn Recreation Centre,-38.040528,144.162849,Carpet Bowls
GOLDEN8295,Golden Plains Shire Council,Haddon Recreation Centre,-37.588001,143.722593,Carpet Bowls
HOBSON12981,Hobsons Bay City Council,Seabrook Community Centre Indoor Bowls,-37.885766,144.758946,Carpet Bowls
HUMECI11734,Hume City Council,Broadmeadows Basketball Stadium,-37.680726,144.914566,Carpet Bowls
HUMECI11736,Hume City Council,Broadmeadows Leisure Centre,-37.681087,144.915043,Carpet Bowls
LATROB11405,LaTrobe City Council,Gaskin Park Stadium,-38.309041,146.40822,Carpet Bowls
LATROB11447,LaTrobe City Council,Toongabbie Village Green (hall and oval),-38.059023,146.622754,Carpet Bowls
LODDON12598,Loddon Shire Council,James Boyle Hall,-36.117,143.727828,Carpet Bowls
MOUNTA12702,Mount Alexander Shire Council,Campbells Creek Community Centre,-37.092451,144.201716,Carpet Bowls
MOUNTA12672,Mount Alexander Shire Council,Harcourt Leisure Centre,-37.004893,144.257003,Carpet Bowls
MOUNTA12663,Mount Alexander Shire Council,St Mary's Hall,-37.06362,144.219811,Carpet Bowls
PYRENE11078,Pyrenees Shire Council,Beaufort Golf Bowls Club,-37.437786,143.377437,Carpet Bowls
WARRNA11687,Warrnambool City Council ,Dennington Bowls Club,-38.355399,142.435253,Carpet Bowls
WARRNA11704,Warrnambool City Council ,Warrnambool Stadium,-38.355638,142.459277,Carpet Bowls
MITCHE3674,,Vermont South Club,-37.851683,145.180228,Cricket
ALPINE10944,Alpine Shire Council ,Alpine Park Wandiligong,-36.765294,146.977687,Cricket
ALPINE10918,Alpine Shire Council ,Bright p-12 College,-36.733701,146.962508,Cricket
ALPINE10924,Alpine Shire Council ,Dederang Recreation reserve,-36.475264,147.020525,Cricket
ALPINE10925,Alpine Shire Council ,Gapsted Recreation reserve,-36.505019,146.676961,Cricket
ALPINE10927,Alpine Shire Council ,Harrietville Recreation reserve,-36.895455,147.059682,Cricket
ALPINE10937,Alpine Shire Council ,Marian College,-36.552593,146.725872,Cricket
ALPINE10935,Alpine Shire Council ,Memorial Park,-36.555836,146.723887,Cricket
ALPINE10928,Alpine Shire Council ,Mount Beauty recreation Reserve,-36.739256,147.172162,Cricket
ALPINE10938,Alpine Shire Council ,Mummery Road Oval,-36.54996,146.724992,Cricket
ALPINE5519,Alpine Shire Council,Pioneer Park Recreation Reserve,-36.737199,146.973353,Cricket
ALPINE10932,Alpine Shire Council ,RC McNamara Reserve,-36.567524,146.723777,Cricket
ARARAT12868,Ararat Rural City Council,Alexandra Oval Reserve,-37.279414,142.927461,Cricket
ARARAT12875,Ararat Rural City Council,Aradale Cricket Ground,-37.275846,142.959809,Cricket
ARARAT12876,Ararat Rural City Council,Buangor Recreation Reserve,-37.365352,143.172993,Cricket
ARARAT12879,Ararat Rural City Council,Elmhurst Recreation Reserve,-37.183506,143.243133,Cricket
ARARAT12872,Ararat Rural City Council,Gordon Street Recreation Reserve,-37.290964,142.944466,Cricket
ARARAT12882,Ararat Rural City Council,Lake Bolac Recreation Reserve,-37.718696,142.842711,Cricket
ARARAT12885,Ararat Rural City Council,Mininera Recreation Reserve,-37.602218,142.963743,Cricket
ARARAT12886,Ararat Rural City Council,Moyston Recreation Reserve,-37.299648,142.765968,Cricket
ARARAT12887,Ararat Rural City Council,Pomonal Recreation Reserve,-37.195245,142.610113,Cricket
ARARAT12862,Ararat Rural City Council,Richardson Oval,-37.270497,142.916201,Cricket
ARARAT12889,Ararat Rural City Council,Tatyoon Recreation Reserve,-37.52441,142.943444,Cricket
ARARAT12891,Ararat Rural City Council,Wickliffe Recreation Reserve,-37.685497,142.722645,Cricket
ARARAT12894,Ararat Rural City Council,Willaura Recreation Reserve,-37.545101,142.744682,Cricket
BALLAR12460,Ballarat City Council,Alfredton Recreation Reserve,-37.555141,143.799882,Cricket
BALLAR12467,Ballarat City Council,Ballarat Grammar Oval 2,-37.534015,143.831061,Cricket
BALLAR12467,Ballarat City Council,Ballarat Grammar Oval 2,-37.534015,143.831061,Cricket
BALLAR12472,Ballarat City Council,Ballarat Secondary College - East Campus,-37.559416,143.894588,Cricket
BALLAR12473,Ballarat City Council,Ballarat Secondary College - Wendouree Campus,-37.519558,143.832447,Cricket
BALLAR12479,Ballarat City Council,Brown Hill Recreation Reserve,-37.552298,143.896409,Cricket
BALLAR12484,Ballarat City Council,Buninyong Recreation Reserve,-37.648825,143.89068,Cricket
BALLAR12486,Ballarat City Council,C E Brown Recreation Reserve,-37.536707,143.842577,Cricket
BALLAR12486,Ballarat City Council,C E Brown Recreation Reserve,-37.536707,143.842577,Cricket
BALLAR12486,Ballarat City Council,C E Brown Recreation Reserve,-37.536707,143.842577,Cricket
BALLAR12489,Ballarat City Council,City Oval,-37.558181,143.837205,Cricket
BALLAR12495,Ballarat City Council,Doug Dean Recreation Reserve ,-37.584168,143.816064,Cricket
BALLAR12497,Ballarat City Council,Eastern Oval,-37.557818,143.863653,Cricket
BALLAR12503,Ballarat City Council,Invermay Recreation Reserve,-37.523333,143.874412,Cricket
BALLAR12505,Ballarat City Council,Learmonth Recreation Reserve,-37.421732,143.711951,Cricket
BALLAR12509,Ballarat City Council,Marty Busch Recreation Reserve,-37.604027,143.843462,Cricket
BALLAR12512,Ballarat City Council,Mount Clear Recreation Reserve,-37.606279,143.874694,Cricket
BALLAR12514,Ballarat City Council,Mount Pleasant Reserve,-37.578352,143.850479,Cricket
BALLAR12520,Ballarat City Council,Russell Square,-37.555753,143.883908,Cricket
BALLAR12524,Ballarat City Council,Sparrow Ground,-37.57698,143.884745,Cricket
BALLAR12533,Ballarat City Council,University of Ballarat Oval,-37.625006,143.887907,Cricket
BALLAR5396,Ballarat City Council,Victoria Park,-37.5636,143.82102,Cricket
BALLAR12535,Ballarat City Council,Victoria Park,-37.5636,143.82102,Cricket
BALLAR12540,Ballarat City Council,Wendouree West Recreation Reserve,-37.525042,143.81885,Cricket
BALLAR12541,Ballarat City Council,Western Oval,-37.565202,143.839485,Cricket
BALLAR12542,Ballarat City Council,White Flat,-37.56872,143.856478,Cricket
BANYUL12794,Banyule City Council,AK Lines Reserve,-37.704194,145.087592,Cricket
BANYUL12795,Banyule City Council,Anthony Beale Reserve,-37.691447,145.126294,Cricket
BANYUL12799,Banyule City Council,Banyule Flats Reserve,-37.747777,145.08857,Cricket
BANYUL12800,Banyule City Council,Binnak Park,-37.697332,145.080915,Cricket
BANYUL12803,Banyule City Council,Cartledge Reserve,-37.760286,145.034231,Cricket
BANYUL12804,Banyule City Council,Central Park,-37.715628,145.105598,Cricket
BANYUL12805,Banyule City Council,Chelsworth Park,-37.77672,145.049173,Cricket
BANYUL12805,Banyule City Council,Chelsworth Park,-37.77672,145.049173,Cricket
BANYUL12813,Banyule City Council,De Winton Park,-37.746418,145.067919,Cricket
BANYUL12814,Banyule City Council,Dunvegan Reserve,-37.722727,145.070588,Cricket
BANYUL12815,Banyule City Council,Elder Street Reserve,-37.71493,145.090947,Cricket
BANYUL12818,Banyule City Council,Ford Park,-37.754252,145.037293,Cricket
BANYUL12821,Banyule City Council,Glenauburn Reserve,-37.727341,145.108231,Cricket
BANYUL12822,Banyule City Council,Greensborough Park,-37.700383,145.106353,Cricket
BANYUL12824,Banyule City Council,Greensborough War Memorial Reserve,-37.706035,145.098228,Cricket
BANYUL12825,Banyule City Council,Heidelberg Cricket Ground,-37.753959,145.072988,Cricket
BANYUL12827,Banyule City Council,Heidelberg Park,-37.755878,145.075764,Cricket
BANYUL12829,Banyule City Council,Ivanhoe Park,-37.772888,145.051829,Cricket
BANYUL12831,Banyule City Council,James Reserve,-37.749856,145.052201,Cricket
BANYUL12835,Banyule City Council,Loyola Reserve,-37.703645,145.075398,Cricket
BANYUL12836,Banyule City Council,Macleod Park,-37.72902,145.06907,Cricket
BANYUL12839,Banyule City Council,Montmorency Park North,-37.715283,145.113397,Cricket
BANYUL12860,Banyule City Council,Montmorency Park South,-37.717495,145.113018,Cricket
BANYUL12840,Banyule City Council,N J Telfer Reserve,-37.704732,145.065326,Cricket
BANYUL12842,Banyule City Council,Olympic Park,-37.738083,145.035075,Cricket
BANYUL12844,Banyule City Council,Petrie Park,-37.717216,145.125934,Cricket
BANYUL12847,Banyule City Council,Seddon Reserve,-37.765457,145.032107,Cricket
BANYUL12848,Banyule City Council,Shelley Park,-37.740974,145.049584,Cricket
BANYUL12849,Banyule City Council,Simms Road Reserve,-37.712414,145.109734,Cricket
BANYUL12852,Banyule City Council,Warrawee Park,-37.696371,145.072506,Cricket
BANYUL12853,Banyule City Council,Warringal Parklands,-37.752489,145.079546,Cricket
BANYUL12854,Banyule City Council,Whatmough Park,-37.699948,145.104116,Cricket
BANYUL12856,Banyule City Council,Winsor Reserve,-37.71796,145.080081,Cricket
BANYUL12859,Banyule City Council,Yulong Reserve,-37.697336,145.061188,Cricket
BASSCO11891,Bass Coast Shire Council,Bass Recreation Oval,-38.480834,145.470741,Cricket
BASSCO11895,Bass Coast Shire Council,Cowes Recreation Reserve,-38.451054,145.247337,Cricket
BASSCO11900,Bass Coast Shire Council,Dalyston Recreation Reserve,-38.596136,145.542022,Cricket
BASSCO11901,Bass Coast Shire Council,Glen Alvie Recreation Reserve,-38.502487,145.658444,Cricket
BASSCO11903,Bass Coast Shire Council,Inverloch Recreation Reserve,-38.631772,145.727419,Cricket
BASSCO11916,Bass Coast Shire Council,McMahon Reserve,-38.613706,145.584756,Cricket
BASSCO11907,Bass Coast Shire Council,Newhaven Recreation Reserve,-38.512759,145.354379,Cricket
BASSCO11908,Bass Coast Shire Council,Rhyll Cricket Ground,-38.462436,145.29081,Cricket
BASSCO11904,Bass Coast Shire Council,Thompson Estate Reserve,-38.627084,145.73935,Cricket
BASSCO11915,Bass Coast Shire Council,Wonthaggi Recreation Reserve,-38.600924,145.597243,Cricket
BASSCO11915,Bass Coast Shire Council,Wonthaggi Recreation Reserve,-38.600924,145.597243,Cricket
BAWBAW12074,Baw Baw Shire Council,Athlone Recreation Reserve,-38.240848,145.77789,Cricket
BAWBAW12077,Baw Baw Shire Council,Bellbird Park Recreation Reserve,-38.135303,145.842993,Cricket
BAWBAW12151,Baw Baw Shire Council,Buln Buln Primary School,-38.100272,145.939028,Cricket
BAWBAW12075,Baw Baw Shire Council,Buln Buln Recreation Reserve,-38.097287,145.936979,Cricket
BAWBAW12076,Baw Baw Shire Council,Darnum Recreation Reserve,-38.184952,146.010853,Cricket
BAWBAW12145,Baw Baw Shire Council,Dowton Park Recreation Reserve,-38.208602,146.058902,Cricket
BAWBAW12078,Baw Baw Shire Council,Drouin Recreation Reserve,-38.13238,145.85887,Cricket
BAWBAW12150,Baw Baw Shire Council,Drouin Secondary College,-38.14571,145.851613,Cricket
BAWBAW12120,Baw Baw Shire Council,Eastern Park,-38.157589,145.942241,Cricket
BAWBAW12143,Baw Baw Shire Council,Ellinbank Recreation Reserve,-38.219723,145.91157,Cricket
BAWBAW12088,Baw Baw Shire Council,Hallora Recreation Reserve,-38.251238,145.822667,Cricket
BAWBAW12089,Baw Baw Shire Council,Kydd Park Reserve,-38.030964,145.907753,Cricket
BAWBAW12090,Baw Baw Shire Council,Lardner Recreation Reserve,-38.203853,145.880519,Cricket
BAWBAW12122,Baw Baw Shire Council,Logan Park,-38.168923,145.937311,Cricket
BAWBAW12122,Baw Baw Shire Council,Logan Park,-38.168923,145.937311,Cricket
BAWBAW12092,Baw Baw Shire Council,Longwarry Recreation Reserve,-38.116862,145.763789,Cricket
BAWBAW12152,Baw Baw Shire Council,Marist Sion College,-38.160869,145.914327,Cricket
BAWBAW12097,Baw Baw Shire Council,Neerim South Recreation Reserve,-38.015807,145.957674,Cricket
BAWBAW12101,Baw Baw Shire Council,Rawson Recreation Reserve (Dunstan Oval),-37.956002,146.400618,Cricket
BAWBAW12137,Baw Baw Shire Council,St Pauls Anglican Grammer ,-38.144917,145.930688,Cricket
BAWBAW12106,Baw Baw Shire Council,Thorpdale Recreation Reserve,-38.290569,146.187541,Cricket
BAWBAW12113,Baw Baw Shire Council,Trafalgar High School,-38.21363,146.158049,Cricket
BAWBAW12111,Baw Baw Shire Council,Trafalgar Recreation Reserve,-38.207704,146.142568,Cricket
BAWBAW12149,Baw Baw Shire Council,Warragul Regional College,-38.159164,145.913787,Cricket
BAWBAW12125,Baw Baw Shire Council,Western Park Reserve,-38.1541,145.920212,Cricket
BAWBAW12144,Baw Baw Shire Council,Willow Grove Recreation Reserve,-38.071118,146.178569,Cricket
BAYSID12333,Bayside City Council,Balcombe Park Reserve,-37.976708,145.032051,Cricket
BAYSID12384,Bayside City Council,Banksia Reserve,-37.986546,145.042191,Cricket
BAYSID12361,Bayside City Council,Bay Road Reserve,-37.956597,145.026686,Cricket
BAYSID12343,Bayside City Council,Beaumaris Reserve,-37.983088,145.035302,Cricket
BAYSID12337,Bayside City Council,Black Rock Primary School,-37.968214,145.021871,Cricket
BAYSID12362,Bayside City Council,Boss James Reserve,-37.942545,145.021452,Cricket
BAYSID5409,Bayside City Council,Brighton Beach Oval,-37.9285,144.9911,Cricket
BAYSID12330,Bayside City Council,Brighton Beach Oval,-37.928371,144.990557,Cricket
BAYSID12357,Bayside City Council,Brighton Cricket Oval,-37.926673,144.992759,Cricket
BAYSID12357,Bayside City Council,Brighton Cricket Oval,-37.926673,144.992759,Cricket
BAYSID5405,Bayside City Council,Castlefield Reserve,-37.9335,145.0119,Cricket
BAYSID12364,Bayside City Council,Castlefield Reserve,-37.933475,145.012073,Cricket
BAYSID12374,Bayside City Council,Cheltenham Park,-37.965588,145.048751,Cricket
BAYSID12374,Bayside City Council,Cheltenham Park,-37.965588,145.048751,Cricket
BAYSID12388,Bayside City Council,Cheltenham Recreation Reserve,-37.970663,145.050831,Cricket
BAYSID5404,Bayside City Council,Dendy Park,-37.9256,145.0227,Cricket
BAYSID12345,Bayside City Council,Dendy Park,-37.925092,145.02322,Cricket
BAYSID12345,Bayside City Council,Dendy Park,-37.925092,145.02322,Cricket
BAYSID12358,Bayside City Council,Donald McDonald Reserve,-37.981983,145.026046,Cricket
BAYSID12352,Bayside City Council,Easternwick Park Recreation Oval,-37.884783,144.99379,Cricket
BAYSID12359,Bayside City Council,Elsternwick Park,-37.890266,144.99364,Cricket
BAYSID5642,Bayside City Council,Highett Recreation Centre,-37.95102,145.055081,Cricket
BAYSID12375,Bayside City Council,Hurlingham Park,-37.910418,145.013991,Cricket
BAYSID12375,Bayside City Council,Hurlingham Park,-37.910418,145.013991,Cricket
BAYSID5402,Bayside City Council,Hurlingham Park,-37.9103,145.0144,Cricket
BAYSID12391,Bayside City Council,Moorabbin West Reserve,-37.940487,145.026844,Cricket
BAYSID5412,Bayside City Council,Peterson Street Reserve,-37.9459,145.0261,Cricket
BAYSID12376,Bayside City Council,Peterson Street Reserve,-37.945954,145.026022,Cricket
BAYSID12363,Bayside City Council,R J Sillitoe Reserve,-37.93424,145.02106,Cricket
BAYSID12346,Bayside City Council,R.G. Chisholm Reserve,-37.946924,145.018094,Cricket
BAYSID12342,Bayside City Council,Shipston Reserve,-37.968929,145.048731,Cricket
BAYSID12385,Bayside City Council,Tjilatjirrin Reserve,-37.961185,145.023195,Cricket
BAYSID12331,Bayside City Council,Trevor Barker Oval,-37.944789,145.000241,Cricket
BAYSID12325,Bayside City Council,Whyte Street Reserve,-37.922026,145.00018,Cricket
BAYSID5401,Bayside City Council,William Street Reserve,-37.9131,145.0042,Cricket
BAYSID12392,Bayside City Council,William Street Reserve,-37.913196,145.004682,Cricket
BAYSID12372,Bayside City Council,Wilson Reserve,-37.909522,144.993288,Cricket
BAYSID5400,Bayside City Council,Wilson Reserve,-37.9091,144.993,Cricket
BAYSID12372,Bayside City Council,Wilson Reserve,-37.909522,144.993288,Cricket
BAYSID12349,Bayside City Council,WL Simpson Reserve,-37.938019,145.020934,Cricket
BENALL11075,Benalla Rural City Council,Benalla Gardens Oval,-36.552487,145.978318,Cricket
BENALL11078,Benalla Rural City Council,Benalla Showgrounds,-36.555166,145.981145,Cricket
BENALL11084,Benalla Rural City Council,Benalla Sports and Equestrian Reserve,-36.526523,145.977978,Cricket
BENALL11080,Benalla Rural City Council,Devenish Recreation Reserve,-36.331158,145.897647,Cricket
BENALL11082,Benalla Rural City Council,Goorambat Recreation Reserve,-36.407432,145.917106,Cricket
BENALL11083,Benalla Rural City Council,Heaney Oval,-36.749003,145.999866,Cricket
BENALL11087,Benalla Rural City Council,Tatong Recreation Reserve,-36.729541,146.114049,Cricket
BENALL11088,Benalla Rural City Council,United Friendlies Society Reserve ,-36.544552,145.979059,Cricket
GREATE8628,Bendigo City Council,Albert Roy Reserve,-36.724322,144.248286,Cricket
GREATE8629,Bendigo City Council,Allingham Street Reserve,-36.77515,144.261171,Cricket
BENDIG5475,Bendigo City Council,Bagshot Recreation Reserve,-36.631698,144.100692,Cricket
GREATE8635,Bendigo City Council,Barrack Reserve,-36.92269,144.710771,Cricket
GREATE8637,Bendigo City Council,Bendigo and District Family Equestrian Malone Park,-36.738,144.138,Cricket
GREATE8652,Bendigo City Council,California Gully Recreation Reserve,-36.726845,144.263037,Cricket
GREATE8653,Bendigo City Council,Canterbury Park,-36.715097,144.252873,Cricket
GREATE8657,Bendigo City Council,Dower Park,-36.792618,144.239125,Cricket
GREATE8663,Bendigo City Council,Elmore Recreation Reserve,-36.49148,144.608149,Cricket
GREATE8666,Bendigo City Council,Ewing Park,-36.764208,144.288814,Cricket
GREATE8670,Bendigo City Council,Finn Street Recreation Reserve,-36.732253,144.29343,Cricket
GREATE8671,Bendigo City Council,Garden Gully Recreation Reserve,-36.754,144.265,Cricket
GREATE8673,Bendigo City Council,Golden Square Oval,-36.769506,144.258894,Cricket
GREATE8675,Bendigo City Council,Goornong Recreation Reserve,-36.618562,144.504395,Cricket
BENDIG5480,Bendigo City Council,Happy Jack Reserve,-36.8426,144.1548,Cricket
GREATE8679,Bendigo City Council,Heathcote Showgrounds,-36.916941,144.710023,Cricket
GREATE8684,Bendigo City Council,Kangaroo Flat Leisure Centre,-36.79,144.2425,Cricket
GREATE8686,Bendigo City Council,Ken Wust Oval,-36.775154,144.276934,Cricket
GREATE8687,Bendigo City Council,Kennington Recreation Reserve (Harry Trott),-36.763663,144.295055,Cricket
GREATE8691,Bendigo City Council,Long Gully Reserve,-36.744558,144.256985,Cricket
GREATE8693,Bendigo City Council,Longlea Recreation Reserve,-36.775439,144.426157,Cricket
GREATE8694,Bendigo City Council,Maiden Gully Recreation Reserve,-36.745103,144.205138,Cricket
GREATE8696,Bendigo City Council,Malone Park,-36.738247,144.134348,Cricket
GREATE8697,Bendigo City Council,Mandurang South Recreation Reserve,-36.845662,144.276874,Cricket
GREATE8701,Bendigo City Council,Mia Mia Recreation Reserve,-36.99745,144.572435,Cricket
GREATE8707,Bendigo City Council,Queen Elizabeth Oval,-36.755693,144.275622,Cricket
GREATE8709,Bendigo City Council,Raywood Oval,-36.532832,144.204117,Cricket
GREATE8711,Bendigo City Council,Redesdale Recreation Reserve,-37.022538,144.530067,Cricket
BENDIG5483,Bendigo City Council,Sebastian Recreation Reserve,-36.591343,144.187729,Cricket
GREATE8716,Bendigo City Council,Spring Gully Cricket Ground,-36.796524,144.286654,Cricket
GREATE8719,Bendigo City Council,Strathdale Park,-36.762038,144.315494,Cricket
GREATE8654,Bendigo City Council,Strathfieldsaye Sporting Complex (Club Court),-36.80118,144.352461,Cricket
GREATE8721,Bendigo City Council,Strauch Reserve,-36.661659,144.33041,Cricket
GREATE8722,Bendigo City Council,Tannery Lane Complex,-36.804639,144.348018,Cricket
GREATE8722,Bendigo City Council,Tannery Lane Complex,-36.804639,144.348018,Cricket
GREATE8725,Bendigo City Council,Weeroona Oval,-36.74304,144.294025,Cricket
GREATE8727,Bendigo City Council,White Hills Reserve,-36.72251,144.305071,Cricket
GREATE8730,Bendigo City Council,Woodvale Recreation Reserve,-36.684377,144.227332,Cricket
BOROON10998,Boroondara City Council,Anderson Park,-37.839707,145.048617,Cricket
BOROON11000,Boroondara City Council,Ashburton Park,-37.863211,145.087068,Cricket
BOROON11003,Boroondara City Council,Auburn Quarry Reserve,-37.840687,145.042996,Cricket
BOROON11006,Boroondara City Council,Balwyn Park,-37.814139,145.078117,Cricket
BOROON11006,Boroondara City Council,Balwyn Park,-37.814139,145.078117,Cricket
BOROON11010,Boroondara City Council,Burke Road South Reserve,-37.84867,145.050524,Cricket
BOROON11013,Boroondara City Council,Burwood Reserve,-37.854181,145.093232,Cricket
BOROON11013,Boroondara City Council,Burwood Reserve,-37.854181,145.093232,Cricket
BOROON11015,Boroondara City Council,Camberwell Sports Ground,-37.837923,145.062361,Cricket
BOROON11016,Boroondara City Council,Canterbury Sports Ground,-37.822223,145.088271,Cricket
BOROON11018,Boroondara City Council,Cooper Reserve,-37.839923,145.096056,Cricket
BOROON11019,Boroondara City Council,Deepdene Park,-37.812824,145.067802,Cricket
BOROON11020,Boroondara City Council,Dorothy Laver Reserve,-37.865795,145.063389,Cricket
BOROON11021,Boroondara City Council,Eric Raven Reserve,-37.861431,145.062932,Cricket
BOROON11022,Boroondara City Council,Fairview Park,-37.830015,145.028275,Cricket
BOROON11023,Boroondara City Council,Ferndale Park,-37.853075,145.068359,Cricket
BOROON11031,Boroondara City Council,Gordon Barnard Reserve,-37.801015,145.085669,Cricket
BOROON11031,Boroondara City Council,Gordon Barnard Reserve,-37.801015,145.085669,Cricket
BOROON11034,Boroondara City Council,Greythorn Park,-37.798038,145.09298,Cricket
BOROON11037,Boroondara City Council,Hartwell Sports Ground,-37.854419,145.08707,Cricket
BOROON11040,Boroondara City Council,Hays Paddock,-37.789057,145.058406,Cricket
BOROON11041,Boroondara City Council,Highfield Park,-37.836192,145.085343,Cricket
BOROON11043,Boroondara City Council,Hislop Park,-37.800121,145.081957,Cricket
BOROON11044,Boroondara City Council,Howard Dawson Reserve,-37.850766,145.054364,Cricket
BOROON11050,Boroondara City Council,Leigh Park,-37.790274,145.08484,Cricket
BOROON11051,Boroondara City Council,Lynden Park,-37.843645,145.086068,Cricket
BOROON11052,Boroondara City Council,Macleay Park,-37.800369,145.074195,Cricket
BOROON11052,Boroondara City Council,Macleay Park,-37.800369,145.074195,Cricket
BOROON11053,Boroondara City Council,Markham Reserve,-37.87221,145.082091,Cricket
BOROON11073,Boroondara City Council,Myrtle Park,-37.7995,145.071152,Cricket
BOROON11057,Boroondara City Council,Nettleton Park,-37.854201,145.059627,Cricket
BOROON11060,Boroondara City Council,Rathmines Road Reserve,-37.819793,145.053925,Cricket
BOROON11061,Boroondara City Council,Reservoir Reserve,-37.811389,145.058222,Cricket
BOROON11062,Boroondara City Council,Saint James Park,-37.820254,145.021293,Cricket
BOROON11063,Boroondara City Council,Stradbroke Park,-37.799252,145.061077,Cricket
BOROON11063,Boroondara City Council,Stradbroke Park,-37.799252,145.061077,Cricket
BOROON11064,Boroondara City Council,Swinburne Reserve,-37.828503,145.051164,Cricket
BOROON11065,Boroondara City Council,Victoria Park,-37.802717,145.047314,Cricket
BOROON11066,Boroondara City Council,Victoria Road Reserve,-37.821485,145.047407,Cricket
BOROON11068,Boroondara City Council,Warner Reserve,-37.86792,145.0842,Cricket
BOROON11069,Boroondara City Council,Watson Park,-37.869496,145.074431,Cricket
BOROON11070,Boroondara City Council,Willison Park,-37.839196,145.071687,Cricket
